timestamp,temperature_C,dewpoint_C,pressure_hPa,wind_speed_kmh,wind_direction_deg,relative_humidity_pct
2021-01-09 22:00:00,11.875488,8.01178,898.92896,3.812266,67.03381,77.21211
2021-01-09 23:00:00,11.803833,7.974762,898.87555,4.026867,63.27301,77.38283
2021-01-10 00:00:00,11.876678,7.952362,899.1057,4.2583375,62.330444,76.89483
2021-01-10 01:00:00,11.813934,7.9412537,899.67456,4.508926,62.63394,77.155304
2021-01-10 02:00:00,12.52356,8.114868,900.37146,4.7788243,63.606964,74.511055
2021-01-10 03:00:00,12.8585205,8.117462,901.10913,4.85778,64.02533,72.90694
2021-01-10 04:00:00,13.435822,8.290894,901.49756,4.568565,62.634705,71.04221
2021-01-10 05:00:00,15.838867,8.408295,901.5101,4.048032,57.99176,61.325653
2021-01-10 06:00:00,16.705261,8.568695,900.92163,3.4507253,49.982117,58.666348
2021-01-10 07:00:00,17.026642,8.685883,900.08875,3.004042,38.86847,57.94026
2021-01-10 08:00:00,18.165497,8.763763,899.1615,2.8382006,28.231995,54.209797
2021-01-10 09:00:00,18.32843,8.614685,898.56525,3.001263,23.171265,53.120403
2021-01-10 10:00:00,17.106567,8.745911,898.15234,2.713908,17.190613,57.88215
2021-01-10 11:00:00,16.924225,8.695892,898.1454,3.4912102,32.8808,58.35694
2021-01-10 12:00:00,16.737,8.6857605,898.5017,3.9630306,41.049164,59.013645
2021-01-10 13:00:00,16.34491,8.6032715,899.0396,4.3530073,46.67926,60.16654
2021-01-10 14:00:00,15.235168,8.592773,899.7457,4.644721,50.468384,64.5451
2021-01-10 15:00:00,14.200867,8.264679,900.3692,4.8080482,53.940735,67.47956
2021-01-10 16:00:00,13.912598,8.108795,900.72736,4.8237543,57.529724,68.02849
2021-01-10 17:00:00,13.060974,7.868744,900.7483,4.7475758,60.61133,70.74235
2021-01-10 18:00:00,12.856293,7.7351685,900.5884,4.647485,63.053223,71.046135
2021-01-10 19:00:00,12.625549,7.654907,900.2947,4.5642886,64.74048,71.73427
2021-01-10 20:00:00,11.85434,7.3676147,900.0222,4.552186,65.096466,73.99946
2021-01-10 21:00:00,11.704498,7.1713257,899.78204,4.5756793,64.28821,73.738335
2021-01-10 22:00:00,11.188293,6.8694153,899.73364,4.2984824,64.512115,74.737625
2021-01-10 23:00:00,11.066772,6.798004,899.70404,4.4910746,61.886322,74.97405
2021-01-11 00:00:00,11.181549,6.845825,899.9341,4.7578406,60.000885,74.65015
2021-01-11 01:00:00,11.128143,6.826721,900.5089,5.110376,58.747833,74.81679
2021-01-11 02:00:00,11.787628,7.0083923,901.2328,5.5341706,58.41394,72.521416
2021-01-11 03:00:00,12.395325,7.139221,901.9679,5.838322,57.439636,70.305435
2021-01-11 04:00:00,13.098694,7.214508,902.4406,6.08168,56.77716,67.488
2021-01-11 05:00:00,15.577393,7.68454,902.4598,6.027796,55.765137,59.367783
2021-01-11 06:00:00,16.29831,7.772522,901.93274,5.685903,52.617554,57.037086
2021-01-11 07:00:00,16.609467,7.8707886,901.105,5.2553706,47.361603,56.29447
2021-01-11 08:00:00,17.952026,7.70459,900.25073,4.9947333,41.59491,51.132286
2021-01-11 09:00:00,18.068878,7.651428,899.71344,5.0508738,37.808167,50.57454
2021-01-11 10:00:00,16.816772,7.8226013,899.41736,4.461071,38.69565,55.37652
2021-01-11 11:00:00,16.781586,7.6783447,899.4319,5.254449,41.59494,54.957684
2021-01-11 12:00:00,16.523651,7.733856,899.71454,5.6665125,46.098633,56.077164
2021-01-11 13:00:00,16.16217,7.572357,900.2671,5.8982143,48.119507,56.754555
2021-01-11 14:00:00,15.040283,7.7513733,900.9221,6.0059643,49.78784,61.730362
2021-01-11 15:00:00,13.923218,7.540985,901.4778,6.004535,51.9787,65.40439
2021-01-11 16:00:00,13.565094,7.3302307,901.753,5.8345904,53.890137,65.98745
2021-01-11 17:00:00,12.662323,7.0763245,901.73474,5.6714087,55.0943,68.78824
2021-01-11 18:00:00,12.512146,7.041992,901.4788,5.541866,55.331635,69.30563
2021-01-11 19:00:00,12.2565,6.930084,901.118,5.4912395,54.351715,69.94036
2021-01-11 20:00:00,11.582703,6.667816,900.70233,5.4523926,52.125183,71.811584
2021-01-11 21:00:00,11.411072,6.5632935,900.3161,5.5423536,49.613373,72.11123
2021-01-11 22:00:00,10.969299,6.2676697,900.17847,5.796899,50.49646,72.75799
2021-01-11 23:00:00,10.880066,6.223633,900.13116,6.0813694,48.926117,72.96863
2021-01-12 00:00:00,10.882172,6.1651306,900.31726,6.3368263,48.541016,72.66468
2021-01-12 01:00:00,10.850983,6.148224,900.8261,6.6085258,49.49933,72.73055
2021-01-12 02:00:00,11.596191,6.444336,901.4649,6.9067745,51.206604,70.65355
2021-01-12 03:00:00,12.013855,6.518341,902.13385,7.1651607,53.48468,69.08464
2021-01-12 04:00:00,12.797211,6.749878,902.60834,7.0864573,53.58145,66.67422
2021-01-12 05:00:00,15.483551,6.9945984,902.63727,6.7108984,50.648895,56.97547
2021-01-12 06:00:00,16.354065,6.8406982,902.13806,6.2120647,45.112732,53.32808
2021-01-12 07:00:00,16.645325,6.9308167,901.2681,5.716519,38.39679,52.673977
2021-01-12 08:00:00,17.973206,6.768524,900.36694,5.4642844,31.87796,47.89784
2021-01-12 09:00:00,18.11026,6.854126,899.6727,5.509363,28.307648,47.76683
2021-01-12 10:00:00,16.872498,6.9091187,899.3237,5.1198463,28.52304,51.842815
2021-01-12 11:00:00,16.757904,6.846527,899.2273,5.724725,36.110596,51.997383
2021-01-12 12:00:00,16.528748,6.9238586,899.39056,5.84547,41.07303,53.040337
2021-01-12 13:00:00,16.19455,6.8078613,899.81726,5.952436,44.137238,53.751503
2021-01-12 14:00:00,14.968445,7.007416,900.419,5.999423,47.562744,58.94348
2021-01-12 15:00:00,13.726807,6.467621,901.02057,5.915742,50.539917,61.547
2021-01-12 16:00:00,13.360626,6.3829346,901.40967,5.7765765,53.43759,62.664665
2021-01-12 17:00:00,12.421539,6.213043,901.50635,5.5974703,55.500885,65.85834
2021-01-12 18:00:00,12.210083,5.969116,901.3491,5.4687085,56.761475,65.66474
2021-01-12 19:00:00,11.960754,5.922241,901.0616,5.3651257,56.918488,66.53525
2021-01-12 20:00:00,11.123291,5.650116,900.69727,5.3398075,56.514465,69.01023
2021-01-12 21:00:00,10.933502,5.533722,900.3225,5.393563,55.35733,69.32349
2021-01-12 22:00:00,10.452698,5.1783447,900.2239,4.709542,55.157898,69.83268
2021-01-12 23:00:00,10.364136,5.11261,900.0682,5.0530005,53.09433,69.92593
2021-01-13 00:00:00,10.4374695,5.0004272,900.3233,5.369944,52.798737,69.04364
2021-01-13 01:00:00,10.32196,4.9260864,900.8537,5.719605,53.719513,69.21834
2021-01-13 02:00:00,11.135498,5.1290894,901.59155,6.007857,54.823944,66.50537
2021-01-13 03:00:00,11.547363,5.214203,902.2296,6.289479,55.65869,65.10077
2021-01-13 04:00:00,12.416748,5.5349426,902.60297,6.3309007,54.888184,62.861805
2021-01-13 05:00:00,15.227173,5.8905945,902.5797,6.093155,52.883087,53.682594
